1000	0.00031261444091796876	0.0001916646957397461
3000	0.0015665292739868164	0.0009531736373901367
5000	0.0032021522521972655	0.0019691944122314452
7000	0.005315160751342774	0.003249812126159668
9000	0.007831978797912597	0.004623150825500489
11000	0.010701155662536621	0.006191134452819824
13000	0.013630175590515136	0.008715653419494629
15000	0.016692161560058594	0.00991978645324707
17000	0.020328569412231445	0.01192929744720459
19000	0.023994588851928712	0.014067816734313964
21000	0.0276536226272583	0.01632983684539795
23000	0.03179183006286621	0.018543529510498046
25000	0.03635249137878418	0.020706367492675782
27000	0.04037585258483887	0.02341599464416504
29000	0.04514744281768799	0.025829529762268065
31000	0.049851274490356444	0.028667497634887695
33000	0.05499501228332519	0.031306004524230956
35000	0.059837865829467776	0.03432652950286865
37000	0.06501584053039551	0.03751990795135498
39000	0.07005982398986817	0.04055938720703125
41000	0.07586159706115722	0.04333653450012207
43000	0.0821532964706421	0.04694657325744629
45000	0.08740642070770263	0.050464200973510745
47000	0.09266443252563476	0.0530975341796875
49000	0.09875094890594482	0.056774258613586426
