200000	0.0002927064895629883	0.0021085739135742188	0.0009679317474365235
400000	0.00047719478607177734	0.004240703582763672	0.0019569158554077148
600000	0.0007407665252685547	0.00609743595123291	0.0029425621032714844
800000	0.0009636402130126954	0.008427643775939941	0.00399777889251709
1000000	0.0011817455291748048	0.00999605655670166	0.004850053787231445
1200000	0.0014102697372436524	0.011841416358947754	0.00576322078704834
1400000	0.0017819643020629884	0.013877582550048829	0.007090854644775391
1600000	0.0019157648086547852	0.016129112243652342	0.007848739624023438
1800000	0.0025095224380493166	0.017869329452514647	0.008924555778503419
2000000	0.002449226379394531	0.020115303993225097	0.01009068489074707
2200000	0.0028235673904418944	0.02211768627166748	0.011148405075073243
2400000	0.002879476547241211	0.024219584465026856	0.01208169460296631
2600000	0.0032979488372802735	0.026189565658569336	0.01322188377380371
2800000	0.003332185745239258	0.027721214294433593	0.014004921913146973
3000000	0.0038113832473754884	0.030210137367248535	0.01484987735748291
3200000	0.0038417816162109376	0.03223564624786377	0.015558600425720215
3400000	0.004163384437561035	0.03660867214202881	0.016855359077453613
3600000	0.00466310977935791	0.03796317577362061	0.018304324150085448
3800000	0.004476737976074219	0.04101231098175049	0.018762636184692382
4000000	0.004793715476989746	0.04292972087860107	0.019936227798461915
4200000	0.005227565765380859	0.04645121097564697	0.0211594820022583
4400000	0.0052659034729003905	0.048145484924316403	0.02168281078338623
4600000	0.00543818473815918	0.04987368583679199	0.02249279022216797
4800000	0.005716872215270996	0.05217409133911133	0.023339009284973143
5000000	0.005962991714477539	0.054002690315246585	0.024687671661376955
5200000	0.00642707347869873	0.05746824741363525	0.025585746765136717
5400000	0.00659949779510498	0.05865819454193115	0.02725076675415039
5600000	0.006976270675659179	0.06012098789215088	0.028063297271728516
5800000	0.007048702239990235	0.06088321208953858	0.02886378765106201
6000000	0.007407999038696289	0.063350510597229	0.029729652404785156
6200000	0.007827520370483398	0.06623473167419433	0.031248950958251955
6400000	0.00840444564819336	0.07035086154937745	0.03160793781280517
6600000	0.008526229858398437	0.07149438858032227	0.03273630142211914
6800000	0.008408355712890624	0.0726614236831665	0.03412089347839355
7000000	0.008718514442443847	0.0748946189880371	0.035079026222229005
7200000	0.00922863483428955	0.07755100727081299	0.035986804962158205
7400000	0.00947415828704834	0.08132202625274658	0.03725101947784424
7600000	0.009403228759765625	0.08270947933197022	0.038254284858703615
7800000	0.00965273380279541	0.08468420505523681	0.038422679901123045
8000000	0.009989213943481446	0.08524565696716309	0.039883756637573244
8200000	0.010206294059753419	0.08730552196502686	0.040771985054016115
8400000	0.010845232009887695	0.09094834327697754	0.04198305606842041
8600000	0.010611438751220703	0.09205687046051025	0.04264025688171387
8800000	0.011173391342163086	0.09478018283843995	0.04389944076538086
9000000	0.010962271690368652	0.0972327709197998	0.044633913040161136
9200000	0.011399006843566895	0.09903771877288818	0.04686229228973389
9400000	0.011644911766052247	0.10261754989624024	0.04670424461364746
9600000	0.012093424797058105	0.10434432029724121	0.048342657089233396
9800000	0.012380647659301757	0.10500133037567139	0.04796900749206543
10000000	0.012343645095825195	0.10746896266937256	0.04953162670135498
