100	0.002226424217224121	0.0006110191345214844	0.0021459579467773436	0.0011456012725830078
200	0.007180166244506836	0.0018848657608032226	0.004485321044921875	0.0028131961822509765
300	0.016381454467773438	0.0034059524536132813	0.00797431468963623	0.004455995559692383
400	0.027082228660583497	0.0056316137313842775	0.01269996166229248	0.007166218757629394
500	0.04130291938781738	0.008324861526489258	0.017769813537597656	0.009442138671875
600	0.06002688407897949	0.011440920829772949	0.02402505874633789	0.012339091300964356
700	0.08247187137603759	0.015024423599243164	0.030703401565551756	0.01565992832183838
800	0.10837860107421875	0.019105076789855957	0.03878130912780762	0.019173955917358397
900	0.13760366439819335	0.023717117309570313	0.04736762046813965	0.023067760467529296
1000	0.17156009674072265	0.02860114574432373	0.05659284591674805	0.027149105072021486
1100	0.20899612903594972	0.034061551094055176	0.06722536087036132	0.03187298774719238
1200	0.24908654689788817	0.04002602100372314	0.07780508995056153	0.03651759624481201
1300	0.2932225942611694	0.046660876274108885	0.08966145515441895	0.041414713859558104
1400	0.3516120910644531	0.05372719764709473	0.10146152973175049	0.04676454067230225
1500	0.3924762725830078	0.061275815963745116	0.1151442289352417	0.05247235298156738
1600	0.4457131624221802	0.0689079999923706	0.13052897453308104	0.05860438346862793
1700	0.5034635066986084	0.07711048126220703	0.14545142650604248	0.06516883373260499
1800	0.5673776388168335	0.08575527667999268	0.1606917142868042	0.07203862667083741
1900	0.6315462589263916	0.09559595584869385	0.17756195068359376	0.07788159847259521
2000	0.6999235391616822	0.10561840534210205	0.19472062587738037	0.08520340919494629
2100	0.7707183837890625	0.11522874832153321	0.21351463794708253	0.09261889457702636
2200	0.8464318037033081	0.12619416713714598	0.2316619873046875	0.1003873586654663
2300	0.9270689010620117	0.1377852201461792	0.2522653818130493	0.10805990695953369
2400	1.0099960088729858	0.14902215003967284	0.27160599231719973	0.11602287292480469
2500	1.094250202178955	0.16112818717956542	0.2930469989776611	0.12518436908721925
2600	1.1832961797714234	0.18205852508544923	0.31505212783813474	0.13474485874176026
2700	1.2811576843261718	0.18733837604522705	0.3378794193267822	0.14285480976104736
2800	1.3761672258377076	0.2010877847671509	0.3612835168838501	0.15243749618530272
2900	1.4777695894241334	0.21472544670104982	0.38668255805969237	0.1626737356185913
3000	1.5804002046585084	0.22899317741394043	0.4122237920761108	0.17258353233337403
